Job_Title,Salary_Min,Salary_Max,Salary_Mid,Rating,Company_Name,Location,lat,lng,STATE,Industry
Data Operations Analyst,65000,120000,92500,3.4,"Moody's Analytics
3.4","San Francisco, CA",37.7562,-122.443,CA,Financial Analytics & Research
"Data Analyst, Financial Crimes",65000,120000,92500,4.0,"Square
4.0","San Francisco, CA",37.7562,-122.443,CA,Computer Hardware & Software
BI Data Analyst,65000,120000,92500,3.4,"Incedo Inc
3.4","South San Francisco, CA",37.6536,-122.4197,CA,IT Services
Data Operations Analyst,65000,120000,92500,3.6,"Moody's
3.6","San Francisco, CA",37.7562,-122.443,CA,Financial Analytics & Research
"People Data Analyst, Surveys & Research",65000,120000,92500,4.1,"Dropbox
4.1","San Francisco, CA",37.7562,-122.443,CA,Computer Hardware & Software
Senior Data Analyst - Health Care Innovation,80000,105000,92500,3.4,"IMPAQ International, LLC
3.4","Seattle, WA",47.6211,-122.3244,WA,Consulting
Data Governance Analyst / Coordinator,80000,105000,92500,3.7,"Infotree Service Inc
3.7","Seattle, WA",47.6211,-122.3244,WA,Advertising & Marketing
Senior Data Analyst (Global Security Services),80000,105000,92500,4.5,"Expedia
4.5","Seattle, WA",47.6211,-122.3244,WA,N/A
Business Data and Process Analyst,80000,105000,92500,4.1,"APN Software Services Inc.
4.1","Bothell, WA",47.7735,-122.2044,WA,Computer Hardware & Software
Data Conversion Analyst,80000,105000,92500,3.8,"Excite Health Partners
3.8","Seattle, WA",47.6211,-122.3244,WA,Staffing & Outsourcing
Senior Finance and Data Analyst,80000,105000,92500,3.5,"Assurance Careers
3.5","Seattle, WA",47.6211,-122.3244,WA,Insurance Agencies & Brokerages
"Sr. BI Data Analyst/Developer (SQL, Python, Power BI)",80000,105000,92500,-1.0,SpiceOrb,"Bellevue, WA",47.5951,-122.1535,WA,N/A
"Sr. Data Analyst, Ad Operations",80000,105000,92500,3.8,"System1
3.8","Bellevue, WA",47.5951,-122.1535,WA,Internet
Senior Data Analyst,80000,105000,92500,4.3,"Adaptive Biotechnologies
4.3","Seattle, WA",47.6211,-122.3244,WA,Biotech & Pharmaceuticals
Lead Data Analyst,80000,105000,92500,-1.0,WaferWire Cloud Technologies,"Redmond, WA",47.6762,-122.1169,WA,Computer Hardware & Software
Data Analyst/PM (Spanish),80000,105000,92500,3.6,"Zen3 Infosolutions America Inc
3.6","Redmond, WA",47.6762,-122.1169,WA,Computer Hardware & Software
Sr. Business/Data Analyst,80000,105000,92500,3.9,"Amazon
3.9","Seattle, WA",47.6211,-122.3244,WA,Internet
"Senior Data Analyst, Tax Technology",80000,105000,92500,3.9,"Amazon
3.9","Seattle, WA",47.6211,-122.3244,WA,Internet
Data Analyst with Cosmos,80000,105000,92500,3.2,"Yochana
3.2","Redmond, WA",47.6762,-122.1169,WA,Staffing & Outsourcing
Epic Data Conversion Analyst,80000,105000,92500,4.6,"Conch Technologies, Inc
4.6","Seattle, WA",47.6211,-122.3244,WA,Consulting
Data Analyst â Junior,80000,105000,92500,5.0,"Staffigo Technical Services, LLC
5.0","Seattle, WA",47.6211,-122.3244,WA,IT Services
Data Analyst,65000,120000,92500,4.0,"LMI
4.0","Scott AFB, IL",38.5412,-89.8528,IL,Consulting
Health Care Data Analyst,65000,120000,92500,4.6,"Blue Cross and Blue Shield of Vermont
4.6","Berlin, VT",44.4877,-73.2314,VT,Insurance Carriers
PIA/OS Data Analyst,65000,120000,92500,3.6,"Parsons Corporation
3.6","Wright Patterson AFB, OH",41.4767,-81.6804,OH,IT Services
Data Analyst - PowerBI,65000,120000,92500,-1.0,Provision People,"Tunica Resorts, MS",34.8298,-90.3218,MS,N/A
Data Analyst,65000,120000,92500,4.0,"E Base Technologies
4.0","Sunnyvale, CA",37.3836,-122.0256,CA,Advertising & Marketing
Junior Data Analyst,65000,120000,92500,5.0,"Staffigo Technical Services, LLC
5.0","Fremont, CA",37.5265,-121.9852,CA,IT Services
"Research Scientist, Structural Biologist - CryoEM Data Analyst",60000,124000,92000,3.3,"Vertex Pharmaceuticals
3.3","San Diego, CA",32.8312,-117.1225,CA,Biotech & Pharmaceuticals
Systems Analyst - Data Integration and ETL process,60000,124000,92000,3.4,"Kelly
3.4","San Diego, CA",32.8312,-117.1225,CA,Staffing & Outsourcing
Senior Consulting Data Analyst,60000,124000,92000,4.0,"Kaiser Permanente
4.0","San Diego, CA",32.8312,-117.1225,CA,Health Care Services & Hospitals
Senior Data Analyst,60000,124000,92000,3.9,"Illumina
3.9","San Diego, CA",32.8312,-117.1225,CA,Biotech & Pharmaceuticals
#105009 Research Data Analyst,60000,124000,92000,4.3,"UC San Diego
4.3","San Diego, CA",32.8312,-117.1225,CA,Colleges & Universities
Automotive eCommerce Data Analyst - Remote,60000,124000,92000,4.2,"Web Shop Manager
4.2","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Sr. Data Analyst,60000,124000,92000,4.6,"Housecall Pro
4.6","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Senior Technical Data Analyst,60000,124000,92000,4.4,"Intuit
4.4","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Data Governance Analyst,60000,124000,92000,-1.0,The RiverStone Group,"San Diego, CA",32.8312,-117.1225,CA,N/A
Division Data and Financial Analyst,60000,124000,92000,3.7,"University of California - San Diego Medical Centers
3.7","San Diego, CA",32.8312,-117.1225,CA,Health Care Services & Hospitals
Data Analyst III (Healthcare Analytics),60000,124000,92000,2.3,"Interpreta
2.3","San Diego, CA",32.8312,-117.1225,CA,N/A
Senior Business Data Analyst,60000,124000,92000,4.4,"Intuit
4.4","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Data Analyst III (Healthcare Analytics),60000,124000,92000,3.3,"Centene Corporation
3.3","San Diego, CA",32.8312,-117.1225,CA,Insurance Carriers
Data Analyst - VerityStream,60000,124000,92000,4.1,"Verity, A HealthStream Company
4.1","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Automotive eCommerce Data Analyst,60000,124000,92000,4.2,"Web Shop Manager
4.2","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Data Analyst IV,60000,124000,92000,3.5,"Potomac Management
3.5","San Diego, CA",32.8312,-117.1225,CA,N/A
Division Data and Financial Analyst,60000,124000,92000,4.3,"UC San Diego
4.3","San Diego, CA",32.8312,-117.1225,CA,Colleges & Universities
Data Analyst Junior,60000,124000,92000,5.0,"Staffigo Technical Services, LLC
5.0","San Diego, CA",32.8312,-117.1225,CA,IT Services
SWRMC Assessments Junior Data Analyst,60000,124000,92000,3.2,"Amentum
3.2","San Diego, CA",32.8312,-117.1225,CA,N/A
Business Data Analyst III,60000,124000,92000,3.5,"Russell Tobin & Associates
3.5","San Diego, CA",32.8312,-117.1225,CA,Staffing & Outsourcing
C4I Data Analyst/Engineer,60000,124000,92000,3.3,"Perspecta
3.3","San Diego, CA",32.8312,-117.1225,CA,Aerospace & Defense
Molecular Researcher and Data Analyst,60000,124000,92000,4.3,"UC San Diego
4.3","San Diego, CA",32.8312,-117.1225,CA,Colleges & Universities
Health Data Analyst IV,60000,124000,92000,2.5,"MedImpact
2.5","San Diego, CA",32.8312,-117.1225,CA,Wholesale
Information Security and Data Privacy Analyst,60000,124000,92000,-1.0,Gossamer Bio,"San Diego, CA",32.8312,-117.1225,CA,N/A
IT DATA ANALYST- Information Technology,60000,124000,92000,3.3,"Sycuan Casino
3.3","El Cajon, CA",32.8017,-116.9605,CA,Gambling
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",60000,124000,92000,4.1,"California State University
4.1","San Diego, CA",32.8312,-117.1225,CA,Colleges & Universities
Systems Analyst - Data Integration,60000,124000,92000,3.7,"Sunrise Systems, Inc.
3.7","San Diego, CA",32.8312,-117.1225,CA,IT Services
Molecular Researcher and Data Analyst,60000,124000,92000,3.7,"University of California - San Diego Medical Centers
3.7","San Diego, CA",32.8312,-117.1225,CA,Health Care Services & Hospitals
Data Analyst - EDSS,60000,124000,92000,4.2,"World Wide Technology
4.2","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Sr. Data Governance Analyst,60000,124000,92000,4.9,"The Carrera Agency
4.9","San Diego, CA",32.8312,-117.1225,CA,Staffing & Outsourcing
Data Manager - Bioinformatics Analyst (Naval Health Center),60000,124000,92000,3.5,"General Dynamics Information Technology
3.5","San Diego, CA",32.8312,-117.1225,CA,IT Services
"Data Analyst 3 (San Diego or Atlanta, GA)",60000,124000,92000,3.6,"BD
3.6","San Diego, CA",32.8312,-117.1225,CA,Health Care Products Manufacturing
Senior Programmer Analyst - Big Data and Cloud,60000,124000,92000,4.0,"Qualcomm
4.0","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
"Data Analyst 3 (San Diego or Atlanta, GA)",60000,124000,92000,4.0,"BD (Becton, Dickinson and Company)
4.0","San Diego, CA",32.8312,-117.1225,CA,N/A
"IT Storage Data Analyst / Architect - IT Engineer, Sr Staff",60000,124000,92000,4.0,"Qualcomm
4.0","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Division Data and Financial Analyst,60000,124000,92000,3.6,"University of California - San Diego Medical Centers
3.6","San Diego, CA",32.8312,-117.1225,CA,Health Care Services & Hospitals
SWRMC Assessments Junior Data Analyst,60000,124000,92000,3.4,"Amentum
3.4","San Diego, CA",32.8312,-117.1225,CA,N/A
Data Analyst - EDSS,60000,124000,92000,4.2,"World Wide Technology
4.2","San Diego, CA",32.8312,-117.1225,CA,Computer Hardware & Software
Mutual Fund Data Analyst (JR1013810) - Contract,65000,119000,92000,3.5,"Broadridge Financial Solutions
3.5","Denver, CO",39.7621,-104.8759,CO,Financial Transaction Processing
Junior Data Analyst,65000,119000,92000,5.0,"Staffigo Technical Services, LLC
5.0","Aurora, CO",39.7087,-104.7273,CO,IT Services
Data Analyst,65000,119000,92000,5.0,"Staffigo Technical Services, LLC
5.0","Aurora, CO",39.7087,-104.7273,CO,IT Services
Senior Contract Data Analyst,78000,104000,91000,4.0,"Amyx, Inc.
4.0","Aurora, CO",39.7087,-104.7273,CO,IT Services
Senior Contract Data Analyst,78000,104000,91000,-1.0,"Amyx, Iinc.","Aurora, CO",39.7087,-104.7273,CO,N/A
RQS - IHHA - 201900004460 -1s Data Security Analyst,78000,104000,91000,2.5,"Avacend, Inc.
2.5","Denver, CO",39.7621,-104.8759,CO,Staffing & Outsourcing
Data Security Analyst fr,78000,104000,91000,2.5,"Avacend, Inc.
2.5","Denver, CO",39.7621,-104.8759,CO,Staffing & Outsourcing
Business Systems Analyst-Data,78000,104000,91000,3.5,"The Judge Group, Inc.
3.5","Centennial, CO",39.5926,-104.8674,CO,Staffing & Outsourcing
Data Analyst-(Remote- All across,78000,104000,91000,3.0,"CenturyLink
3.0","Broomfield, CO",39.9541,-105.0527,CO,"Cable, Internet & Telephone Providers"
"Data Security Analyst, Sr",78000,104000,91000,2.5,"Avacend, Inc.
2.5","Denver, CO",39.7621,-104.8759,CO,Staffing & Outsourcing
Data Analyst Supporting the DEA #20-242,78000,104000,91000,2.8,"Forfeiture Support Associates
2.8","Centennial, CO",39.5926,-104.8674,CO,Staffing & Outsourcing
"Technical Business Analyst (SQL, Data analytics, Informatica)",78000,104000,91000,-1.0,Spiceorb,"Denver, CO",39.7621,-104.8759,CO,N/A
Marketing/Communications - Data Analyst-Marketing,78000,104000,91000,4.1,"APN Software Services Inc.
4.1","Broomfield, CO",39.9541,-105.0527,CO,Computer Hardware & Software
RQS - IHHA - 201900004460 -1q Data Security Analyst,78000,104000,91000,2.5,"Avacend, Inc.
2.5","Denver, CO",39.7621,-104.8759,CO,Staffing & Outsourcing
Senior Data Analyst (Corporate Audit),78000,104000,91000,2.9,"Arrow Electronics
2.9","Centennial, CO",39.5926,-104.8674,CO,Wholesale
"Technical Business Analyst (SQL, Data analytics, ETL)",78000,104000,91000,-1.0,Spiceorb,"Denver, CO",39.7621,-104.8759,CO,N/A
"Data Analyst 3, Customer Experience",78000,104000,91000,3.1,"Contingent Network Services
3.1","Centennial, CO",39.5926,-104.8674,CO,Enterprise Software & Network Solutions
Senior Quality Data Analyst,78000,104000,91000,3.4,"SCL Health
3.4","Broomfield, CO",39.9541,-105.0527,CO,Health Care Services & Hospitals
"Data Quality (DQ) Problem Management Analyst, Assistant Vice President",68000,114000,91000,3.1,"MUFG
3.1","Tempe, AZ",33.3881,-111.9318,AZ,Banks & Credit Unions
Senior Data Analyst,86000,95000,90500,4.5,"Mobilityware
4.5","Irvine, CA",33.6772,-117.7738,CA,Video Games
Data Analyst III,86000,95000,90500,3.3,"Profit Recovery Partners
3.3","Costa Mesa, CA",33.6667,-117.9135,CA,Consulting
Master Data Analyst,86000,95000,90500,-1.0,Marquee Staffing - WFS,"Irvine, CA",33.6772,-117.7738,CA,N/A
Data Analyst III,86000,95000,90500,-1.0,Pacific Premier Bank,"Irvine, CA",33.6772,-117.7738,CA,N/A
BI Data Analyst - Predictive Analytics,86000,95000,90500,3.5,"Internet Brands
3.5","Los Angeles, CA",34.1139,-118.4068,CA,Internet
Senior Data Analyst,86000,95000,90500,3.4,"Epsilon
3.4","Costa Mesa, CA",33.6667,-117.9135,CA,Advertising & Marketing
Data Analyst - Personalization,86000,95000,90500,3.5,"Internet Brands, Inc.
3.5","Los Angeles, CA",34.1139,-118.4068,CA,Internet
Data Analyst,86000,95000,90500,3.8,"US Tech Solutions, Inc
3.8","Irvine, CA",33.6772,-117.7738,CA,Staffing & Outsourcing
Senior Financial Data Analyst,86000,95000,90500,3.5,"Alignment Healthcare
3.5","Orange, CA",33.8038,-117.8218,CA,Health Care Services & Hospitals
Music Copyright Data Analyst - Direct Hire Opportunity,86000,95000,90500,3.3,"AppleOne
3.3","Los Angeles, CA",34.1139,-118.4068,CA,Staffing & Outsourcing
Data Accuracy Analyst,86000,95000,90500,3.5,"Genuent
3.5","Irvine, CA",33.6772,-117.7738,CA,Staffing & Outsourcing
Enterprise Data Analyst,86000,95000,90500,3.6,"City National Bank
3.6","Los Angeles, CA",34.1139,-118.4068,CA,Banks & Credit Unions
Data Analyst Junior,86000,95000,90500,5.0,"Staffigo Technical Services, LLC
5.0","Anaheim, CA",33.839,-117.8572,CA,IT Services
LDAR QA/QC Analyst/Data Entry - (Part-time),86000,95000,90500,2.5,"Montrose Environmental Group, Inc.
2.5","Santa Ana, CA",33.7366,-117.8819,CA,Consulting
IT Security Analyst 3 - IS - Data Security - F/T - Days,86000,95000,90500,4.2,"UC Irvine Health
4.2","Orange, CA",33.8038,-117.8218,CA,Health Care Services & Hospitals
"Data Analyst, Int. (Directed Payments)",86000,95000,90500,2.4,"CalOptima
2.4","Orange, CA",33.8038,-117.8218,CA,State & Regional Agencies
1030 Data Analyst,86000,95000,90500,4.0,"ReqRoute,Inc
4.0","Orange, CA",33.8038,-117.8218,CA,Staffing & Outsourcing
Signal Processing Engineer/Data Analyst,63000,116000,89500,3.8,"GenapSys, Inc.
3.8","Redwood City, CA",37.5026,-122.2252,CA,Biotech & Pharmaceuticals
Data Analyst - Bilingual English and Indonesian,63000,116000,89500,3.3,"Vaco
3.3","Palo Alto, CA",37.3913,-122.1468,CA,Consulting
Senior Data Analyst/Data Warehouse Consultant,63000,116000,89500,3.9,"Optima Global Solutions
3.9","San Jose, CA",37.3019,-121.8486,CA,IT Services
Information Security Data Analyst,63000,116000,89500,3.6,"i-CST
3.6","Campbell, CA",37.2802,-121.9538,CA,Staffing & Outsourcing
Strategic Sourcing Data Analyst,63000,116000,89500,3.8,"Apex Systems
3.8","Menlo Park, CA",37.4686,-122.1672,CA,Staffing & Outsourcing
Sr QC Analyst (Data Reviewer),63000,116000,89500,3.7,"Alexza Pharmaceuticals
3.7","Mountain View, CA",37.4,-122.0796,CA,Biotech & Pharmaceuticals
Data Analyst III,63000,116000,89500,3.2,"Infotech Sourcing
3.2","Fremont, CA",37.5265,-121.9852,CA,"Health, Beauty, & Fitness"
Senior Data Analyst/Data Warehouse Consultant,63000,116000,89500,3.9,"Ampcus Incorporated
3.9","San Jose, CA",37.3019,-121.8486,CA,Consulting
Data Analyst - Bilingual English and Finnish,63000,116000,89500,3.3,"Vaco
3.3","Palo Alto, CA",37.3913,-122.1468,CA,Consulting
Lead Data Analyst (Enterprise Product Master Data Steward),63000,116000,89500,3.9,"Kaygen Inc.
3.9","Santa Clara, CA",37.3645,-121.968,CA,Consulting
BI Business/Data Analyst Lead with hands on SQL,63000,116000,89500,2.9,"Yochana
2.9","Mountain View, CA",37.4,-122.0796,CA,Staffing & Outsourcing
"Sr. BI Data Analyst/Developer (SQL, Python, Power BI)",63000,116000,89500,-1.0,Spiceorb,"San Jose, CA",37.3019,-121.8486,CA,N/A
Sr Data Analyst/Data Warehouse consultant with Financial Healthcare systems,63000,116000,89500,-1.0,Skiltrek,"Santa Clara, CA",37.3645,-121.968,CA,N/A
Manager : Marketing Ops and Data Analyst,63000,116000,89500,-1.0,Show Me Leads,"Mountain View, CA",37.4,-122.0796,CA,N/A
Senior Risk Data Analyst,63000,116000,89500,3.6,"Bill.Com
3.6","Palo Alto, CA",37.3913,-122.1468,CA,Financial Transaction Processing
SAP Sr Master Data Functional Analyst,63000,116000,89500,3.9,"Diverse Lynx
3.9","Santa Clara, CA",37.3645,-121.968,CA,IT Services
CCPA Data Analyst,63000,116000,89500,4.0,"Lorven Technologies Inc
4.0","Pleasanton, CA",37.6663,-121.8805,CA,Accounting
Senior Quantitative Data Analyst,63000,116000,89500,4.1,"Apple
4.1","Santa Clara, CA",37.3645,-121.968,CA,Computer Hardware & Software
"SAP MDG Business Analyst , Master Data Management",63000,116000,89500,3.7,"Infotree Service Inc
3.7","Palo Alto, CA",37.3913,-122.1468,CA,Advertising & Marketing
Data Analyst-IT II,63000,116000,89500,4.1,"APN Software Services Inc.
4.1","Redwood City, CA",37.5026,-122.2252,CA,Computer Hardware & Software
Senior Healthcare Data Analyst - Cost and Utilization Analysis,64000,113000,88500,3.6,"Community Behavioral Health
3.6","Philadelphia, PA",40.0077,-75.1339,PA,Health Care Services & Hospitals
Pharmaceutical Customer Data Analyst,64000,113000,88500,4.1,"APN Software Services Inc.
4.1","Plymouth Meeting, PA",40.11,-75.2794,PA,Computer Hardware & Software
Data Analyst,64000,113000,88500,4.4,"Contemporary Staffing Solutions
4.4","Philadelphia, PA",40.0077,-75.1339,PA,Staffing & Outsourcing
Senior Data Analyst,64000,113000,88500,3.5,"The Judge Group
3.5","Wayne, PA",40.0077,-75.1339,PA,Staffing & Outsourcing
Program Manager / Business Data Analyst,64000,113000,88500,2.3,"Versant Health
2.3","Newtown Square, PA",40.0077,-75.1339,PA,Insurance Carriers
DBA / Data Analyst,64000,113000,88500,4.2,"Micro-Data Systems Inc.
4.2","Philadelphia, PA",40.0077,-75.1339,PA,IT Services
Analyst - Data Intelligence (US),64000,113000,88500,2.4,"Avantor
2.4","Wayne, PA",40.0077,-75.1339,PA,Biotech & Pharmaceuticals
"Data Analyst (Philadelphia, PA)",64000,113000,88500,3.7,"Tetra Tech
3.7","Philadelphia, PA",40.0077,-75.1339,PA,Architectural & Engineering Services
Data & Systems Analyst,64000,113000,88500,4.2,"Freedom Mortgage
4.2","Mount Laurel, NJ",40.2236,-74.7641,NJ,Investment Banking & Asset Management
Business Analyst - Data and Analytics,64000,113000,88500,2.7,"Eastern Airlines LLC
2.7","Wayne, PA",40.0077,-75.1339,PA,N/A
Lead Data Analyst,64000,113000,88500,4.3,"NextGen Global Resources LLC
4.3","Philadelphia, PA",40.0077,-75.1339,PA,"Cable, Internet & Telephone Providers"
Senior Data Analyst - Client Experience,64000,113000,88500,3.2,"Vanguard
3.2","Malvern, PA",40.0329,-75.5146,PA,Investment Banking & Asset Management
Data Analyst and Report Writer,64000,113000,88500,3.5,"The Judge Group
3.5","Boothwyn, PA",39.8357,-75.4453,PA,Staffing & Outsourcing
Payment Integrity Data Analyst,64000,113000,88500,3.7,"amerihealth
3.7","Philadelphia, PA",40.0077,-75.1339,PA,Insurance Carriers
Lead Data Analyst,64000,113000,88500,3.9,"GSK
3.9","Philadelphia, PA",40.0077,-75.1339,PA,Biotech & Pharmaceuticals
Data Analyst-(analytics),64000,113000,88500,3.6,"A2C Consulting
3.6","Philadelphia, PA",40.0077,-75.1339,PA,Consulting
Pharmaceutical Data Analyst – Analytics,64000,113000,88500,-1.0,ConcertAI,"King of Prussia, PA",40.0963,-75.382,PA,N/A
Patient Recruitment Data Analyst (ArcGIS),64000,113000,88500,-1.0,Pharmica Consulting,"Norristown, PA",40.1224,-75.3398,PA,N/A
Virology Data Analysts,64000,113000,88500,3.4,"Eurofins
3.4","West Point, PA",40.0077,-75.1339,PA,Biotech & Pharmaceuticals
Biochemist Data Analyst,64000,113000,88500,3.4,"Eurofins
3.4","West Point, PA",40.0077,-75.1339,PA,Biotech & Pharmaceuticals
Data Governance Analyst,64000,113000,88500,4.2,"Freedom Mortgage
4.2","Marlton, NJ",39.9016,-74.9297,NJ,Investment Banking & Asset Management
Senior Healthcare Data Analyst,64000,113000,88500,5.0,"Cambridge Advisory Group
5.0","King of Prussia, PA",40.0963,-75.382,PA,Consulting
Healthcare Data Analytics Analyst Senior,64000,113000,88500,-1.0,Amerihealth Caritas Health Plan,"Philadelphia, PA",40.0077,-75.1339,PA,N/A
SR BUSINESS DATA ANALYST PRN,64000,113000,88500,3.3,"Cooper University Health Care
3.3","Camden, NJ",39.9362,-75.1073,NJ,Health Care Services & Hospitals
AWS Analys/ Data analyst,64000,113000,88500,3.9,"Diverse Lynx
3.9","Malvern, PA",40.0329,-75.5146,PA,IT Services
Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,64000,113000,88500,3.7,"amerihealth
3.7","Philadelphia, PA",40.0077,-75.1339,PA,Insurance Carriers
Sport & Data Analyst,64000,113000,88500,-1.0,Philadelphia 76ers - HBSE,"Camden, NJ",39.9362,-75.1073,NJ,N/A
Data Analyst Supporting the FBI #20-188,64000,113000,88500,2.8,"Forfeiture Support Associates
2.8","Philadelphia, PA",40.0077,-75.1339,PA,Staffing & Outsourcing
Data Engineer/Reporting Analyst,64000,113000,88500,1.6,"Management Decisions, Inc.
1.6","Philadelphia, PA",40.0077,-75.1339,PA,Advertising & Marketing
Sr. Data Analyst - Project Manager,64000,113000,88500,2.7,"TechUSA
2.7","Philadelphia, PA",40.0077,-75.1339,PA,Staffing & Outsourcing
Financial and Data Analyst,55000,122000,88500,-1.0,Practical Growth Advisors,"Marietta, GA",33.9533,-84.5422,GA,N/A
Data Analyst-Qlikview,55000,122000,88500,-1.0,"Capgemini America, Inc.","Atlanta, GA",33.7627,-84.4224,GA,N/A
Senior Analyst - Customer Data Ops,55000,122000,88500,2.7,"Townsend
2.7","Duluth, GA",34.0053,-84.1492,GA,Health Care Services & Hospitals
Public Health Qualitative/Quantitative Data Analyst,55000,122000,88500,3.5,"ICF
3.5","Atlanta, GA",33.7627,-84.4224,GA,Consulting
Senior Data Analyst,55000,122000,88500,-1.0,Corporate G. LLC,"Atlanta, GA",33.7627,-84.4224,GA,N/A
Public Health Analyst - Data Analysis and Global Health Program Support,55000,122000,88500,3.5,"ICF
3.5","Atlanta, GA",33.7627,-84.4224,GA,Consulting
Data Analyst Clerk,55000,122000,88500,2.5,"Ole Mexican Foods
2.5","Norcross, GA",33.9379,-84.2065,GA,Food & Beverage Manufacturing
PeopleSoft HCM Business/Data Analyst,55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
Senior Analyst Data Integrity Group Analytics,55000,122000,88500,3.4,"Voya Financial
3.4","Atlanta, GA",33.7627,-84.4224,GA,Investment Banking & Asset Management
Cybersecurity Data Analyst,55000,122000,88500,4.1,"Kforce
4.1","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
Lead Data Analyst,55000,122000,88500,3.6,"Cox Automotive
3.6","Atlanta, GA",33.7627,-84.4224,GA,IT Services
Data Analyst,55000,122000,88500,-1.0,LendingPoint Consolidated Inc,"Kennesaw, GA",34.026,-84.6177,GA,N/A
Vendor Master Data Analyst,55000,122000,88500,3.1,"Graphic Packaging
3.1","Atlanta, GA",33.7627,-84.4224,GA,Industrial Manufacturing
Business Analyst - Data Warehousing,55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
Data Migration Analyst/Developer,55000,122000,88500,4.7,"Method360
4.7","Atlanta, GA",33.7627,-84.4224,GA,IT Services
Criminal Data Entry Analyst,55000,122000,88500,2.8,"InfoMart, Inc.
2.8","Marietta, GA",33.9533,-84.5422,GA,Building & Personnel Services
Data Analyst â Junior,55000,122000,88500,5.0,"Staffigo Technical Services, LLC
5.0","Atlanta, GA",33.7627,-84.4224,GA,IT Services
Business Analyst - Data Warehouse,55000,122000,88500,4.8,"System Soft Technologies
4.8","Atlanta, GA",33.7627,-84.4224,GA,IT Services
Senior Analyst - Customer Data Ops,55000,122000,88500,3.9,"TalentBurst, Inc.
3.9","Duluth, GA",34.0053,-84.1492,GA,IT Services
EDO Data Analyst IV,55000,122000,88500,3.5,"Truist
3.5","Atlanta, GA",33.7627,-84.4224,GA,Investment Banking & Asset Management
Data Analyst - Data architect,55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
Senior Data Analyst (Information Technology),55000,122000,88500,3.3,"Atlanta Public Schools
3.3","Atlanta, GA",33.7627,-84.4224,GA,Colleges & Universities
Senior Analyst - Customer Data Ops,55000,122000,88500,2.7,"Townsend & Associates, Inc.
2.7","Duluth, GA",34.0053,-84.1492,GA,Staffing & Outsourcing
SENIOR DATA ANALYST - DELIVERY OPTIMIZATION,55000,122000,88500,3.6,"Home Depot
3.6","Atlanta, GA",33.7627,-84.4224,GA,N/A
Senior Data/Financial Analyst,55000,122000,88500,2.6,"Logisticare
2.6","Atlanta, GA",33.7627,-84.4224,GA,Transportation Management
Senior Financial Data Analyst,55000,122000,88500,-1.0,Kforce Technology Staffing,"Atlanta, GA",33.7627,-84.4224,GA,N/A
Project / Data analyst,55000,122000,88500,4.1,"APN Software Services Inc.
4.1","Alpharetta, GA",34.0704,-84.2739,GA,Computer Hardware & Software
Sr Data Management Analyst,55000,122000,88500,3.5,"Employbridge
3.5","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
"Data Analyst - data modeling software (SPSS, Alteryx) - W2 work only",55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
Senior Financial Data Analyst,55000,122000,88500,4.1,"Kforce
4.1","Atlanta, GA",33.7627,-84.4224,GA,Staffing & Outsourcing
Enterprise Data Analyst (Enterprise Portfolio Management Office),65000,111000,88000,3.8,"Navy Federal Credit Union
3.8","Merrifield, VA",38.8731,-77.2426,VA,Banks & Credit Unions
GEOINT Data Analyst,65000,111000,88000,3.6,"BAE Systems USA
3.6","Springfield, VA",38.7809,-77.1839,VA,Aerospace & Defense
"Senior Analyst, Analytics and Data Science",65000,111000,88000,3.5,"Wunderman Thompson Health
3.5","Washington, DC",38.9047,-77.0163,DC,Advertising & Marketing
Research Assistant/Data Analyst,65000,111000,88000,-1.0,Fabrizio Lee & Associates,"Alexandria, VA",38.8185,-77.0861,VA,N/A
DATABASE ANALYST (SOURCE & DATA MANAGEMENT TEAM),65000,111000,88000,3.8,"Mission Essential
3.8","Suitland, MD",38.8492,-76.9225,MD,Aerospace & Defense
Data Analyst/Developer (TS/SCI Required),65000,111000,88000,4.4,"Apogee Integration, LLC
4.4","Chantilly, VA",38.8868,-77.4453,VA,Aerospace & Defense
